movieId;title;transacao_json;quantidade_itens
1036;Die Hard (1988);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1037;Lawnmower Man, The (1992);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";7
1041;Secrets & Lies (1996);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
1042;That Thing You Do! (1996);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
1043;To Gillian on Her 37th Birthday (1996);"[""avaliacao_baixa"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1047;Long Kiss Goodnight, The (1996);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
1049;Ghost and the Darkness, The (1996);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""periodo_1990_1999"", ""popularidade_media""]";5
1050;Looking for Richard (1996);"[""avaliacao_media"", ""genero_documentario"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1056;Jude (1996);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
1057;Everyone Says I Love You (1996);"[""avaliacao_media"", ""genero_comedia"", ""genero_musical"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
1059;William Shakespeare's Romeo + Juliet (1996);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";5
1060;Swingers (1996);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
1061;Sleepers (1996);"[""avaliacao_media"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";4
1064;Aladdin and the King of Thieves (1996);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""genero_musical"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";9
1073;Willy Wonka & the Chocolate Factory (1971);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""genero_musical"", ""periodo_1970_1989"", ""popularidade_alta""]";7
1077;Sleeper (1973);"[""avaliacao_media"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_media""]";5
1078;Bananas (1971);"[""avaliacao_media"", ""genero_comedia"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_media""]";5
1079;Fish Called Wanda, A (1988);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1080;Monty Python's Life of Brian (1979);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_alta""]";4
1081;Victor/Victoria (1982);"[""avaliacao_media"", ""genero_comedia"", ""genero_musical"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1082;Candidate, The (1972);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
1083;Great Race, The (1965);"[""avaliacao_media"", ""genero_comedia"", ""genero_musical"", ""periodo_1950_1969"", ""popularidade_baixa""]";5
1084;Bonnie and Clyde (1967);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_media""]";5
1086;Dial M for Murder (1954);"[""avaliacao_alta"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_1950_1969"", ""popularidade_media""]";6
1088;Dirty Dancing (1987);"[""avaliacao_media"", ""genero_drama"", ""genero_musical"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1089;Reservoir Dogs (1992);"[""avaliacao_alta"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_alta""]";6
1090;Platoon (1986);"[""avaliacao_media"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1091;Weekend at Bernie's (1989);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_media""]";4
1092;Basic Instinct (1992);"[""avaliacao_media"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
1093;Doors, The (1991);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
1094;Crying Game, The (1992);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";6
1095;Glengarry Glen Ross (1992);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";4
1096;Sophie's Choice (1982);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1097;E.T. the Extra-Terrestrial (1982);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_infantil"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1100;Days of Thunder (1990);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
1101;Top Gun (1986);"[""avaliacao_media"", ""genero_acao"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1103;Rebel Without a Cause (1955);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_media""]";4
1104;Streetcar Named Desire, A (1951);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_media""]";4
1120;People vs. Larry Flynt, The (1996);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
1124;On Golden Pond (1981);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1125;Return of the Pink Panther, The (1975);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1970_1989"", ""popularidade_media""]";5
1126;Drop Dead Fred (1991);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_fantasia"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1127;Abyss, The (1989);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_alta""]";7
1128;Fog, The (1980);"[""avaliacao_baixa"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
1129;Escape from New York (1981);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_media""]";7
1130;Howling, The (1980);"[""avaliacao_baixa"", ""genero_misterio"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_baixa""]";5
1131;Jean de Florette (1986);"[""avaliacao_alta"", ""genero_drama"", ""genero_misterio"", ""periodo_1970_1989"", ""popularidade_media""]";5
1132;Manon of the Spring (Manon des sources) (1986);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
1135;Private Benjamin (1980);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_media""]";4
1136;Monty Python and the Holy Grail (1975);"[""avaliacao_alta"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1147;When We Were Kings (1996);"[""avaliacao_media"", ""genero_documentario"", ""periodo_1990_1999"", ""popularidade_media""]";4
1148;Wallace & Gromit: The Wrong Trousers (1993);"[""avaliacao_alta"", ""genero_animacao"", ""genero_comedia"", ""genero_crime"", ""genero_infantil"", ""periodo_1990_1999"", ""popularidade_alta""]";7
1171;Bob Roberts (1992);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1990_1999"", ""popularidade_media""]";4
1172;Cinema Paradiso (Nuovo cinema Paradiso) (1989);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1173;Cook the Thief His Wife & Her Lover, The (1989);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";5
1175;Delicatessen (1991);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
1177;Enchanted April (1992);"[""avaliacao_alta"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1178;Paths of Glory (1957);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_1950_1969"", ""popularidade_media""]";5
1179;Grifters, The (1990);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_film_noir"", ""periodo_1990_1999"", ""popularidade_media""]";6
1183;English Patient, The (1996);"[""avaliacao_media"", ""genero_drama"", ""genero_guerra"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";6
1184;Mediterraneo (1991);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1185;My Left Foot (1989);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1186;Sex, Lies, and Videotape (1989);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1187;Passion Fish (1992);"[""avaliacao_media"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
1188;Strictly Ballroom (1992);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_media""]";5
1189;Thin Blue Line, The (1988);"[""avaliacao_alta"", ""genero_documentario"", ""periodo_1970_1989"", ""popularidade_media""]";4
1190;Tie Me Up! Tie Me Down! (¡Átame!) (1990);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_romance"", ""periodo_1990_1999"", ""popularidade_baixa""]";6
1191;Madonna: Truth or Dare (1991);"[""avaliacao_media"", ""genero_documentario"", ""genero_musical"", ""periodo_1990_1999"", ""popularidade_baixa""]";5
1192;Paris Is Burning (1990);"[""avaliacao_alta"", ""genero_documentario"", ""periodo_1990_1999"", ""popularidade_baixa""]";4
1193;One Flew Over the Cuckoo's Nest (1975);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_alta""]";4
1194;Cheech and Chong's Up in Smoke (1978);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_media""]";4
1196;Star Wars: Episode V - The Empire Strikes Back (1980);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1197;Princess Bride, The (1987);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_alta""]";8
1198;Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1199;Brazil (1985);"[""avaliacao_alta"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1200;Aliens (1986);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_alta""]";7
1201;Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_faroeste"", ""periodo_1950_1969"", ""popularidade_alta""]";6
1202;Withnail & I (1987);"[""avaliacao_media"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
1203;12 Angry Men (1957);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_alta""]";4
1204;Lawrence of Arabia (1962);"[""avaliacao_alta"", ""genero_aventura"", ""genero_drama"", ""genero_guerra"", ""periodo_1950_1969"", ""popularidade_media""]";6
1206;Clockwork Orange, A (1971);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_alta""]";7
1207;To Kill a Mockingbird (1962);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_alta""]";4
1208;Apocalypse Now (1979);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1209;Once Upon a Time in the West (C'era una volta il West) (1968);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_faroeste"", ""periodo_1950_1969"", ""popularidade_media""]";6
1210;Star Wars: Episode VI - Return of the Jedi (1983);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1211;Wings of Desire (Himmel über Berlin, Der) (1987);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1212;Third Man, The (1949);"[""avaliacao_alta"", ""genero_film_noir"", ""genero_misterio"", ""genero_suspense"", ""periodo_antes_1950"", ""popularidade_media""]";6
1213;Goodfellas (1990);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_alta""]";5
1214;Alien (1979);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1215;Army of Darkness (1993);"[""avaliacao_alta"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_alta""]";8
1216;Big Blue, The (Grand bleu, Le) (1988);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1217;Ran (1985);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_media""]";5
1218;Killer, The (Die xue shuang xiong) (1989);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_media""]";7
1219;Psycho (1960);"[""avaliacao_alta"", ""genero_crime"", ""genero_terror"", ""periodo_1950_1969"", ""popularidade_alta""]";5
1220;Blues Brothers, The (1980);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_musical"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1221;Godfather: Part II, The (1974);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1222;Full Metal Jacket (1987);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1223;Grand Day Out with Wallace and Gromit, A (1989);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""genero_infantil"", ""periodo_1970_1989"", ""popularidade_media""]";8
1224;Henry V (1989);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";7
1225;Amadeus (1984);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_alta""]";4
1226;Quiet Man, The (1952);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_1950_1969"", ""popularidade_baixa""]";5
1227;Once Upon a Time in America (1984);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";5
1228;Raging Bull (1980);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1230;Annie Hall (1977);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1231;Right Stuff, The (1983);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_media""]";4
1232;Stalker (1979);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""periodo_1970_1989"", ""popularidade_baixa""]";6
1233;Boot, Das (Boat, The) (1981);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_media""]";6
1234;Sting, The (1973);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_1970_1989"", ""popularidade_alta""]";5
1235;Harold and Maude (1971);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1237;Seventh Seal, The (Sjunde inseglet, Det) (1957);"[""avaliacao_alta"", ""genero_drama"", ""periodo_1950_1969"", ""popularidade_media""]";4
1238;Local Hero (1983);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_1970_1989"", ""popularidade_baixa""]";4
1240;Terminator, The (1984);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_1970_1989"", ""popularidade_alta""]";6
1241;Dead Alive (Braindead) (1992);"[""avaliacao_alta"", ""genero_comedia"", ""genero_fantasia"", ""genero_terror"", ""periodo_1990_1999"", ""popularidade_media""]";6
1242;Glory (1989);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""periodo_1970_1989"", ""popularidade_media""]";5
1243;Rosencrantz and Guildenstern Are Dead (1990);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_1990_1999"", ""popularidade_media""]";5
1244;Manhattan (1979);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1970_1989"", ""popularidade_media""]";6
1245;Miller's Crossing (1990);"[""avaliacao_alta"", ""genero_crime"", ""genero_drama"", ""genero_film_noir"", ""genero_suspense"", ""periodo_1990_1999"", ""popularidade_media""]";7
1246;Dead Poets Society (1989);"[""avaliacao_media"", ""genero_drama"", ""periodo_1970_1989"", ""popularidade_alta""]";4
1247;Graduate, The (1967);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_1950_1969"", ""popularidade_alta""]";6
